OBJECTID,Id,StrNo,StrName,StrType,Unresolved,Address
617,0,138,HANOVER,STREET,,
618,0,140,HANOVER,STREET,,
619,0,142,HANOVER,STREET,,
620,0,144,HANOVER,STREET,,
621,0, ,HANOVER,STREET,SHOP,
622,0,232,,LANE,,
623,0, ,,LANE,,
624,0,1,LITTLE LESAR,STREET,,
625,0,2,LITTLE LESAR,STREET,,
626,0,3,LITTLE LESAR,STREET,,
627,0,4,LITTLE LESAR,STREET,,
628,0,5,LITTLE LESAR,STREET,,
629,0,8,ASPELING,STREET,,
630,0,10,ASPELING,STREET,,
631,0,12,ASPELING,STREET,,
632,0,14,ASPELING,STREET,,
633,0,16,ASPELING,STREET,,
634,0,18,ASPELING,STREET,,
635,0,20,ASPELING,STREET,,
636,0,22,ASPELING,STREET,,
637,0,24,ASPELING,STREET,,
638,0,30,ASPELING,STREET,,
639,0,42,ASPELING,STREET,,
640,0,46,ASPELING,STREET,,
641,0,48,ASPELING,STREET,,
642,0,50,ASPELING,STREET,,
643,0,52,ASPELING,STREET,,
644,0,54,ASPELING,STREET,,
645,0,56,ASPELING,STREET,,
646,0, ,ASPELING,STREET,CHURCH,
647,0,32,ASPELING,STREET,,
648,0,21,ASPELING,STREET,,
649,0,19,ASPELING,STREET,,
650,0, ,ASPELING,STREET,PRINTER,
651,0, ,VOGELZANG,STREET,CCC WASH HOUSE,
652,0, ,PONTAC,STREET,,
653,0, ,MUIR,STREET,,
654,0,4,PONTAC,STREET,,
655,0,6,PONTAC,STREET,,
656,0,8,PONTAC,STREET,,
657,0,16,LESAR,STREET,,
658,0, ,PONTAC,STREET,,
659,0, ,PONTAC,STREET,,
660,0, ,PONTAC,STREET,,
661,0,1,PONTAC,STREET,,
662,0,3,PONTAC,STREET,,
663,0,5,PONTAC,STREET,,
664,0,7,PONTAC,STREET,,
665,0,19,PONTAC,STREET,,
666,0,17,PONTAC,STREET,,
667,0,29,PONTAC,STREET,,
668,0, ,PONTAC,STREET,,
669,0, ,PONTAC,STREET,,
670,0, ,PONTAC,STREET,,
671,0, ,PONTAC,STREET,,
672,0,34,PONTAC,STREET,,
673,0,32,PONTAC,STREET,,
674,0, ,PONTAC,STREET,BAR AND BOTTLE STOOR,
675,0, ,PONTAC,STREET,,
676,0,11,JOHNSON,STREET,,
677,0,12,JOHNSON,STREET,,
678,0,14,JOHNSON,STREET,,
679,0,16,JOHNSON,STREET,,
680,0, ,REFORM,STREET,,
681,0,35,REFORM,STREET,,
682,0,37,REFORM,STREET,,
683,0,42,REFORM,STREET,,
684,0,44,REFORM,STREET,,
685,0,46,REFORM,STREET,,
686,0,48,REFORM,STREET,,
687,0,50,REFORM,STREET,,
688,0,52,REFORM,STREET,,
689,0,30,REFORM,STREET,,
690,0,17,LEE,STREET,,
691,0,2,HAMILTON,STREET,,
692,0,6,DE VILLIERS,STREET,,
693,0, ,,,,
694,0, ,,,,
695,0, ,,,,
696,0,4,HAMILTON,STREET,,
697,0, ,,,,
698,0,3,HAMILTON,STREET,,
699,0,4,DE VILLIERS,STREET,,
700,0,2,DE VILLIERS,STREET,SWAMPS,
701,0,40,WILLIAM,STREET,,
702,0,38,WILLIAM,STREET,,
703,0,47,DE KORTE,STREET,,
704,0,39,DE KORTE,STREET,,
705,0,37,DE KORTE,STREET,,
706,0,44,DE KORTE,STREET,,
707,0,45,DE KORTE,STREET,,
708,0,14,DE VILLIERS,STREET,,
709,0,12,DE VILLIERS,STREET,,
710,0,38,DE KORTE,STREET,,
711,0,36,DE KORTE,STREET,,
712,0,34,DE KORTE,STRREET,,
713,0,22,DE VILLIERS,STREET,,
714,0,20A,DE VILLIERS,STREET,,
715,0,20,DE VILLIERS,STREET,,
716,0,17,DE VILLIERS,STREET,,
717,0,16,DE VILLIERS,STREET,,
718,0,7,DE VILLIERS,STREET,,
719,0,15,DE VILLIERS,STREET,,
720,0,8,DE VILLIERS,STREET,,
721,0,19,DE VILLIERS,STREET,,
722,0,18,DE VILLIERS,STREET,,
723,0,81,CONSTITUTION,STREET,,
724,0,85,CONSTITUTION,STREET,,
725,0,83,CONSTITUTION,STREET,,
726,0,88,CONSTITUTION,STREET,,
727,0,87,CONSTITUTION,STREET,,
728,0,89,CONSTITUTION,STREET,,
729,0,14,MCGREGOR,STREET,,
730,0,16,MCGREGOR,STREET,,
731,0,20,MCGREGOR,STREET,,
732,0,22,MCGREGOR,STREET,,
733,0,24,MCGREGOR,STREET,,
734,0,26,MCGREGOR,STREET,,
735,0,105,CONSTITUTION,STREET,,
736,0,101,CONSTITUTION,STREET,,
737,0,98,CONSTITUTION,STREET,,
738,0,97,CONSTITUTION,STREET,,
739,0,95,CONSTITUTION,STREET,,
740,0,91,CONSTITUTION,STREET,,
741,0,99,CONSTITUTION,STREET,,
742,0,93,CONSTITUTION,STREET,,
743,0,107,CONSTITUTION,STREET,,
744,0,109,CONSTITUTION,STREET,,
745,0,144,CONSTITUTION,STREET,,
746,0,146,CONSTITUTION,STREET,,
747,0,140,CONSTITUTION,STREET,,
748,0,142,CONSTITUTION,STREET,,
749,0,138,CONSTITUTION,STREET,,
750,0,136,CONSTITUTION,STREET,,
751,0,43,SACKSVILLE,STREET,,
752,0,17,VINCENT,STREET,,
753,0,15,VINCENT,STREET,,
754,0,13,VINCENT,STREET,,
755,0,11,VINCENT,STREET,,
756,0,9,VINCENT,STREET,,
757,0,7,VINCENT,STREET,,
758,0,19,VINCENT,STREET,,
759,0,21,VINCENT,STREET,,
760,0,23,VINCENT,STREET,,
761,0, ,STIRLING,STREET,SCHOOL,
762,0, ,STIRLING,STREET,SCHOOL,
763,0, ,DE VILLIERS,STREET,FLATS,
764,0, ,CONSTITUTION,STREET,FLATS,
765,0, ,VINCENT,STREET,FLATS,
766,0,52,DE VILLIERS,STREET,,
767,0,50,DE VILLIERS,STREET,,
768,0,48,DE VILLIERS,STREET,,
769,0,28,SACKSVILLE,STREET,,
770,0,26,SACKSVILLE,STREET,,
771,0,77,CONSTITUTION,STREET,,
772,0,22A,DE VILLIERS,STREET,,
773,0,75,CONSTITUTION,STREET,,
774,0,75,CONSTITUTION,STREET,,
775,0,32,DE KORTE,STREET,,
776,0,30,DE KORTE,STREET,,
777,0,28,DE KORTE,STREET,,
778,0,26,DE KORTE,STREET,,
779,0,24,DE KORTE,STREET,,
780,0,22,DE KORTE,STREET,,
781,0,20,DE KORTE,STREET,,
782,0,54,DE VILLIERS,STREET,,
783,0,56,DE VILLIERS,STREET,,
784,0,58,DE VILLIERS,STREET,,
785,0,17,STIRLING,STREET,,
786,0,15,STIRLING,STREET,,
787,0,11,STIRLING,STREET,,
788,0,24,STIRLING,STREET,,
789,0,22,STIRLING,STREET,,
790,0,20,STIRLING,STREET,,
791,0,16,STIRLING,STREET,,
792,0,14,STIRLING,STREET,,
793,0,12,STIRLING,STREET,,
794,0,10,STIRLING,STREET,,
795,0,64,DE VILLIERS,STREET,,
796,0,66,DE VILLIERS,STREET,,
797,0,68,DE VILLIERS,STREET,,
798,0,70,DE VILLIERS,STREET,,
799,0,72,DE VILLIERS,STREET,,
800,0,74,DE VILLIERS,STREET,,
801,0,5,ROBINSON,STREET,,
802,0,3,ROBINSON,STREET,,
803,0,1,ROBINSON,STREET,,
804,0,51,MCKENZIE,STREET,,
805,0,49,MCKENZIE,STREET,,
806,0,47,MCKENZIE,STREET,,
807,0, ,ROELAND,STREET,TENNIS COURT,
808,0,84,DE VILLIERS,STREET,,
809,0,82,DE VILLIERS,STREET,,
810,0,80,DE VILLIERS,STREET,,
811,0,59,MCKENZIE,STREET,,
812,0, ,ROELAND,STREET,SERVICE STATION,
813,0,63,MCKENZIE,STREET,,
814,0,61,MCKENZIE,STREET,,
815,0,57,MCKENZIE,STREET,,
816,0,55,MCKENZIE,STREET,,
817,0, ,STIRLING,STREET,FACTORY,
818,0, ,ROELAND,STREET,FACTORY,
819,0, ,ROELAND,STREET,SERVICE STATION,
820,0,33,STIRLING,STREET,,
821,0,31,STIRLING,STREET,,
822,0,29,STIRLING,STREET,,
823,0,21,STIRLING,STREET,,
824,0,19,STIRLING,STREET,,
825,0,64,SACKSVILLE,STREET,,
826,0,62,SACKSVILLE,STREET,,
827,0,60,SACKSVILLE,STREET,,
828,0,58,SACKSVILLE,STREET,,
829,0,56,SACKSVILLE,STREET,,
830,0,54,SACKSVILLE,STREET,,
831,0,52,SACKSVILLE,STREET,,
832,0,50,SACKSVILLE,STREET,,
833,0, ,STIRLING,STREET,FLATS,
834,0,20,BIRCHINGTON,ROAD,,
835,0,18,BIRCHINGTON,ROAD,,
836,0, ,BIRCHINGTON,ROAD,PLAYGROUND,
837,0, ,STIRLING,STREET,FLATS,
838,0,14,BIRCHINGTON,ROAD,,
839,0,12,BIRCHINGTON,ROAD,,
840,0,10,BIRCHINGTON,ROAD,,
841,0,8,BIRCHINGTON,ROAD,,
842,0,6,BIRCHINGTON,ROAD,,
843,0,125,CONSTITUTION,STREET,,
844,0, ,BIRCHINGTON,ROAD,SCHOOL,
845,0,23,PROSPECT,AVENUE,,
846,0,21,PROSPECT,AVENUE,,
847,0,19,PROSPECT,AVENUE,,
848,0,17,PROSPECT,AVENUE,,
849,0,15,PROSPECT,AVENUE,,
850,0,13,PROSPECT,AVENUE,,
851,0,13,SMART,STREET,,
852,0,11,SMART,STREET,,
853,0,18,SMART,STREET,,
854,0,16,SMART,STREET,,
855,0,14,SMART,STREET,,
856,0,15,SMART,STREET,,
857,0,17,SMART,STREET,,
858,0,121,SMART,STREET,,
859,0,123,ALBERT,STREET,,
860,0,30,ALBERT,STREET,,
861,0,28,ALBERT,STREET,,
862,0,26,ALBERT,STREET,,
863,0,24,ALBERT,STREET,,
864,0,22,ALBERT,STREET,,
865,0,20,ALBERT,STREET,,
866,0,166,UPPER CONSTITUTION,STREET,,
867,0,164,UPPER CONSTITUTION,STREET,,
868,0,162,UPPER CONSTITUTION,STREET,,
869,0,160,UPPER CONSTITUTION,STREET,,
870,0,158,UPPER CONSTITUTION,STREET,,
871,0,156,UPPER CONSTITUTION,STREET,,
872,0,17,FAWLEY,TERRACE,,
873,0,16,FAWLEY,TERRACE,,
874,0,15,FAWLEY,TERRACE,,
875,0,14,FAWLEY,TERRACE,,
876,0,13,FAWLEY,TERRACE,,
877,0,12,FAWLEY,TERRACE,,
878,0,11,FAWLEY,TERRACE,,
879,0,10,FAWLEY,TERRACE,,
880,0,9,FAWLEY,TERRACE,,
881,0,8,FAWLEY,TERRACE,,
882,0,7,FAWLEY,TERRACE,,
883,0,6,FAWLEY,TERRACE,,
884,0,5,FAWLEY,TERRACE,,
885,0,4,FAWLEY,TERRACE,,
886,0,3,FAWLEY,TERRACE,,
887,0,2,FAWLEY,TERRACE,,
888,0,1,FAWLEY,TERRACE,,
889,0,125,UPPER CONSTITUTION,STREET,,
890,0,27,ALBERT,STREET,,
891,0,25,ALBERT,STREET,,
892,0,23,ALBERT,STREET,,
893,0,17,ALBERT,STREET,,
894,0,15,ALBERT,STREET,,
895,0,13,ALBERT,STREET,,
896,0,11,ALBERT,STREET,,
897,0,10,ELLESMERE,STREET,,
898,0,12,ELLESMERE,STREET,,
899,0,14,ELLESMERE,STREET,,
900,0,11,ELLESMERE,STREET,,
901,0,9,ELLESMERE,STREET,,
902,0,7,ELLESMERE,STREET,,
903,0,5,ELLESMERE,STREET,,
904,0,3,ELLESMERE,STREET,,
905,0,9,ALBERT,STREET,,
906,0,129,UPPER CONSTITUTION,STREET,,
907,0,133,UPPER CONSTITUTION,STREET,,
908,0,135,UPPER CONSTITUTION,STREET,,
909,0,40,CLIFTON,STREET,,
910,0,38,CLIFTON,STREET,,
911,0,36,CLIFTON,STREET,,
912,0,34,CLIFTON,STREET,,
913,0,32,CLIFTON,STREET,,
914,0,30,CLIFTON,STREET,,
915,0,28,CLIFTON,STREET,,
916,0,26,CLIFTON,STREET,,
917,0,24,CLIFTON,STREET,,
918,0,22,CLIFTON,STREET,,
919,0,20,CLIFTON,STREET,,
920,0,67,CLIFTON,STREET,,
921,0,66,CLIFTON,STREET,,
922,0,63,CLIFTON,STREET,,
923,0,61,CLIFTON,STREET,,
924,0,59,CLIFTON,STREET,,
925,0,57,CLIFTON,STREET,,
926,0,55,CLIFTON,STREET,,
927,0,53,CLIFTON,STREET,,
928,0,51,CLIFTON,STREET,,
929,0,21,LEWIS,STREET,,
930,0,19,LEWIS,STREET,,
931,0,17,LEWIS,STREET,,
932,0,2,ROOS,STREET,,
933,0,4,ROOS,STREET,,
934,0,6,ROOS,STREET,,
935,0,8,ROOS,STREET,,
936,0,10,ROOS,STREET,,
937,0,1,ROOS,STREET,,
938,0,3,ROOS,STREET,,
939,0,5,ROOS,STREET,,
940,0,7,ROOS,STREET,,
941,0,46,ARUNDEL,STREET,,
942,0,44,ARUNDEL,STREET,,
943,0,42,ARUNDEL,STREET,,
944,0,13,LEWIS,STREET,,
945,0,11,LEWIS,STREET,,
946,0,9,LEWIS,STREET,,
947,0,7,LEWIS,STREET,,
948,0,5,LEWIS,STREET,,
949,0,3,LEWIS,STREET,,
950,0,52,STONE,STREET,,
951,0,54,STONE,STREET,,
952,0,56,STONE,STREET,,
953,0,58,STONE,STREET,,
954,0,60,STONE,STREET,,
955,0,62,STONE,STREET,,
956,0,64,STONE,STREET,,
957,0,66,STONE,STREET,,
958,0,68,STONE,STREET,,
959,0,67,STONE,STREET,,
960,0,69,STONE,STREET,,
961,0,71,STONE,STREET,,
962,0,73,STONE,STREET,,
963,0,25,ARUNDEL,STREET,,
964,0,23,ARUNDEL,STREET,,
965,0,36,ARUNDEL,STREET,,
966,0,34,ARUNDEL,STREET,,
967,0,47,CLIFTON,STREET,,
968,0,45,CLIFTON,STREET,,
969,0,43,CLIFTON,STREET,,
970,0,44,CLIFTON,STREET,,
971,0,39,CLIFTON,STREET,,
972,0,57,STONE,STREET,,
973,0,32,ARUNDEL,STREET,,
974,0,30,ARUNDEL,STREET,,
975,0,28,ARUNDEL,STREET,,
976,0,8,FRERE,STREET,,
977,0,10,FRERE,STREET,,
978,0,12,FRERE,STREET,,
979,0,14,FRERE,STREET,,
980,0,11,FRERE,STREET,,
981,0,13,FRERE,STREET,,
982,0,6,ASHLEY,STREET,,
983,0,8,ASHLEY,STREET,,
984,0,12,ASHLEY,STREET,,
985,0,14,ASHLEY,STREET,,
986,0, ,ARUNDEL,STREET,SCHOOL,
987,0,25,CLIFTON,STREET,,
988,0,23,CLIFTON,STREET,,
989,0,21,CLIFTON,STREET,,
990,0,17,CLIFTON,STREET,,
991,0,15,CLIFTON,STREET,,
992,0,27,CLIFTON,STREET,,
993,0,29,CLIFTON,STREET,,
994,0,33,CLIFTON,STREET,,
995,0,31,CLIFTON,STREET,,
996,0,32,STONE,STREET,,
997,0,34,STONE,STREET,,
998,0,36,STONE,STREET,,
999,0,38,STONE,STREET,,
1000,0,40,STONE,STREET,,
1001,0,42,STONE,STREET,,
1002,0,44,STONE,STREET,,
1003,0,46,STONE,STREET,,
1004,0,48,STONE,STREET,,
1005,0,50,STONE,STREET,,
1006,0,14,ALBERT,STREET,,
1007,0,12,ALBERT,STREET,,
1008,0,10,ALBERT,STREET,,
1009,0,3,ALBERT,STREET,,
1010,0, ,SMART,STREET,MISSION,
1011,0,1,SMART,STREET,,
1012,0,4,PROSPECT,AVENUE,,
1013,0,2,PROSPECT,AVENUE,,
1014,0,5,PROSPECT,AVENUE,,
1015,0,9,PROSPECT,AVENUE,,
1016,0,7,PROSPECT,AVENUE,,
1017,0,5,PROSPECT,AVENUE,,
1018,0,31,PROSPECT,AVENUE,,
1019,0,27,MCGREGOR,STREET,,
1020,0,25,MCGREGOR,STREET,,
1021,0,23,MCGREGOR,STREET,,
1022,0,21,MCGREGOR,STREET,,
1023,0,19,MCGREGOR,STREET,,
1024,0,17,MCGREGOR,STREET,,
1025,0,15,MCGREGOR,STREET,,
1026,0,12,STONE,STREET,,
1027,0,14,STONE,STREET,,
1028,0,16,STONE,STREET,,
1029,0,18,STONE,STREET,,
1030,0,20,STONE,STREET,,
1031,0,10,STONE,STREET,,
1032,0,8,STONE,STREET,,
1033,0,6,STONE,STREET,,
1034,0,22,STONE,STREET,,
1035,0,24,STONE,STREET,,
1036,0,26,STONE,STREET,,
1037,0, ,CLIFTON,STREET,STAR CINEMA,
1038,0, ,CLIFTON,STREET,FLATS,
1039,0, ,CLIFTON,STREET,ST MARKS CHURCH,
1040,0,280,CALEDON,STREET,,
1041,0,282,CALEDON,STREET,,
1042,0,253,CALEDON,STREET,,
1043,0,251,CALEDON,STREET,,
1044,0,249,CALEDON,STREET,,
1045,0,247,CALEDON,STREET,,
1046,0,243,CALEDON,STREET,,
1047,0,7,HORSBURG,LANE,,
1048,0,1,HORSBURG,LANE,,
1049,0,3,HORSBURG,LANE,,
1050,0,5,HORSBURG,LANE,,
1051,0,3,HORSBURG,LANE,,
1052,0,1,HORSBURG,LANE,,
1053,0,4,HORSBURG,LANE,,
1054,0,2,HORSBURG,LANE,,
1055,0,130,HANOVER,STREET,,
1056,0,132,HANOVER,STREET,,
1057,0,132,HANOVER,STREET,,
1058,0,134,HANOVER,STREET,,
1059,0,164,HANOVER,STREET,,
1060,0,162,HANOVER,STREET,,
1061,0,160,HANOVER,STREET,,
1062,0,158,HANOVER,STREET,,
1063,0,170,HANOVER,STREET,,
1064,0,172,HANOVER,STREET,,
1065,0,174,HANOVER,STREET,,
1066,0,176,HANOVER,STREET,,
1067,0,178,HANOVER,STREET,,
1068,0,10,ARUNDEL,STREET,,
1069,0,8,ARUNDEL,STREET,,
1070,0,6,ARUNDEL,STREET,,
1071,0,4,ARUNDEL,STREET,,
1072,0, ,HANOVER,STREET,SHOP,
1073,0,221,HANOVER,STREET,,
1074,0,223,HANOVER,STREET,,
1075,0,227,HANOVER,STREET,,
1076,0,229,HANOVER,STREET,,
1077,0,225,HANOVER,STREET,,
1078,0,150,HANOVER,STREET,,
1079,0,152,HANOVER,STREET,,
1080,0,156,HANOVER,STREET,,
1081,0,158,HANOVER,STREET,,
1082,0,239,HANOVER,STREET,,
1083,0,241,HANOVER,STREET,,
1084,0,245,HANOVER,STREET,,
1085,0,247,HANOVER,STREET,,
1086,0,249,HANOVER,STREET,,
1087,0,251,HANOVER,STREET,,
1088,0,253,HANOVER,STREET,,
1089,0,255,HANOVER,STREET,,
1090,0,257,HANOVER,STREET,,
1091,0,263,HANOVER,STREET,,
1092,0,2,REINBACH,STREET,,
1093,0,4,REINBACH,STREET,,
1094,0,6,REINBACH,STREET,,
1095,0,8,REINBACH,STREET,,
1096,0,10,REINBACH,STREET,,
1097,0,12,REINBACH,STREET,,
1098,0,14,REINBACH,STREET,,
1099,0,16,REINBACH,STREET,,
1100,0,57,CHATHAM,ROAD,,
1101,0,55,CHATHAM,ROAD,,
1102,0,53,CHATHAM,ROAD,,
1103,0,51,CHATHAM,ROAD,,
1104,0,48,CHATHAM,ROAD,,
1105,0,47,CHATHAM,ROAD,,
1106,0,45,CHATHAM,ROAD,,
1107,0,43,CHATHAM,ROAD,,
1108,0,22,CHATHAM,ROAD,,
1109,0,127,ROCHESTER,ROAD,,
1110,0,125,ROCHESTER,ROAD,,
1111,0,120,ROCHESTER,ROAD,,
1112,0,20,CHATHAM,ROAD,,
1113,0,18,CHATHAM,ROAD,,
1114,0,16,CHATHAM,ROAD,,
1115,0,14,CHATHAM,ROAD,,
1116,0,25,CHATHAM,ROAD,,
1117,0,27,CHATHAM,ROAD,,
1118,0,29,CHATHAM,ROAD,,
1119,0,31,CHATHAM,ROAD,,
1120,0, ,,,,
1121,0,11,CHATHAM,ROAD,,
1122,0,9,CHATHAM,ROAD,,
1123,0,151,UPPER CONSTITUTION,STTREET,,
1124,0,153,UPPER CONSTITUTION,STREET,,
1125,0,157,UPPER CONSTITUTION,STREET,,
1126,0,159,UPPER CONSTITUTION,STREET,,
1127,0,192,UPPER CONSTITUTION,STREET,,
1128,0,194,UPPER CONSTITUTION,STREET,,
1129,0,196,UPPER CONSTITUTION,STREET,,
1130,0,198,UPPER CONSTITUTION,STREET,,
1131,0,200,UPPER CONSTITUTION,STREET,,
1132,0,202,UPPER CONSTITUTION,STREET,,
1133,0,204,UPPER CONSTITUTION,STREET,,
1134,0,206,UPPER CONSTITUTION,STREET,,
1135,0,208,UPPER CONSTITUTION,STREET,,
1136,0,210,UPPER CONSTITUTION,STREET,,
1137,0,212,UPPER CONSTITUTION,STREET,,
1138,0,214,UPPER CONSTITUTION,STREET,,
1139,0,216,UPPER CONSTITUTION,STREET,,
1140,0,218,UPPER CONSTITUTION,STREET,,
1141,0,220,UPPER CONSTITUTION,STREET,,
1142,0,222,UPPER CONSTITUTION,STREET,,
1143,0,224,UPPER CONSTITUTION,STREET,,
1144,0,226,UPPER CONSTITUTION,STREET,,
1145,0,228,UPPER CONSTITUTION,STREET,,
1146,0,230,UPPER CONSTITUTION,STREET,,
1147,0,232,UPPER CONSTITUTION,STREET,,
1148,0,234,UPPER CONSTITUTION,STREET,,
1149,0,236,UPPER CONSTITUTION,STREET,,
1150,0,238,UPPER CONSTITUTION,STREET,,
1151,0,242,UPPER CONSTITUTION,STREET,,
1152,0,250,UPPER CONSTITUTION,STREET,,
1153,0,252,UPPER CONSTITUTION,STREET,,
1154,0,254,UPPER CONSTITUTION,STREET,,
1155,0,51,UPPER CONSTITUTION,STREET,,
1156,0,52,UPPER CONSTITUTION,STREET,,
1157,0,53,UPPER CONSTITUTION,STREET,,
1158,0,54,UPPER CONSTITUTION,STREET,,
1159,0,55,UPPER CONSTITUTION,STREET,,
1160,0,60,UPPER CONSTITUTION,STREET,,
1161,0,278,UPPER CONSTITUTION,STREET,,
1162,0,280,UPPER CONSTITUTION,STREET,,
1163,0,282,UPPER CONSTITUTION,STREET,,
1164,0,284,UPPER CONSTITUTION,STREET,,
1165,0,286,UPPER CONSTITUTION,STREET,,
1166,0,165,UPPER CONSTITUTION,STREET,,
1167,0,167,UPPER CONSTITUTION,STREET,,
1168,0,2,MILTON,STREET,,
1169,0,4,MILTON,STREET,,
1170,0,6,MILTON,STREET,,
1171,0,8,MILTON,STREET,,
1172,0,37,ARUNDEL,STREET,,
1173,0,3,MILTON,STREET,,
1174,0,5,MILTON,STREET,,
1175,0,7,MILTON,STREET,,
1176,0,9,MILTON,STREET,,
1177,0,168,UPPER CONSTITUTION,STREET,,
1178,0,170,UPPER CONSTITUTION,STREET,,
1179,0,172,UPPER CONSTITUTION,STREET,,
1180,0,174,UPPER CONSTITUTION,STREET,,
1181,0,176,UPPER CONSTITUTION,STREET,,
1182,0,178,UPPER CONSTITUTION,STREET,,
1183,0,180,UPPER CONSTITUTION,STREET,,
1184,0,182,UPPER CONSTITUTION,STREET,,
1185,0,184,UPPER CONSTITUTION,STREET,,
1186,0,186,UPPER CONSTITUTION,STREET,,
1187,0,188,UPPER CONSTITUTION,STREET,,
1188,0,190,UPPER CONSTITUTION,STREET,,
1189,0,68,CLIFTON,STREET,,
1190,0,23,LEWIS,STREET,,
1191,0,25,LEWIS,STREET,,
1192,0,27,LEWIS,STREET,,
1193,0,29,LEWIS,STREET,,
1194,0,143,UPPER CONSTITUTION,STREET,,
1195,0,145,UPPER CONSTITUTION,STREET,,
1196,0,147,UPPER CONSTITUTION,STREET,,
1197,0,149,UPPER CONSTITUTION,STREET,,
1198,0,19,MILTON,STREET,,
1199,0,17,MILTON,STREET,,
1200,0,15,MILTON,STREET,,
1201,0,13,MILTON,STREET,,
1202,0,12,MILTON,STREET,,
1203,0,10,MILTON,STREET,,
1204,0,12,MILTON,STREET,,
1205,0,30,RICHMOND,STREET,,
1206,0,12,ROOS,STREET,,
1207,0,16,ROOS,STREET,,
1208,0,18,ROOS,STREET,,
1209,0,20,ROOS,STREET,,
1210,0,22,ROOS,STREET,,
1211,0,24,ROOS,STREET,,
1212,0,13,ROOS,STREET,,
